title,price,sold,location,link,category_link
Tempe daun fresh Bandung,9.000,"3,7RB Terjual",KOTA BANDUNG,https://shopee.co.id/Tempe-daun-fresh-Bandung-i.48895246.16472193971?sp_atk=b44ed1a5-143b-4c92-baf0-41fd723264bd&xptdk=b44ed1a5-143b-4c92-baf0-41fd723264bd,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Telur Ayam Negeri 500g / 1kg | Telur Puyuh 250g | Telur Asin 5 Butir Fresh Promo Murah Bandung,32.800,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Telur-Ayam-Negeri-500g-1kg-Telur-Puyuh-250g-Telur-Asin-5-Butir-Fresh-Promo-Murah-Bandung-i.35554206.11775634229?sp_atk=49125948-5736-4033-9b1b-dc4859c6f2ba&xptdk=49125948-5736-4033-9b1b-dc4859c6f2ba,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tahu Cibuntu Fresh Gurih,8.000,"9,1RB Terjual",KOTA BANDUNG,https://shopee.co.id/Tahu-Cibuntu-Fresh-Gurih-i.10710959.5651713455?sp_atk=38a7716a-a139-4a48-b4a7-5c95b5393fcc&xptdk=38a7716a-a139-4a48-b4a7-5c95b5393fcc,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
HiLo Teen Chocolate 1000 gram - Susu Tinggi Kalsium,162.800,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/HiLo-Teen-Chocolate-1000-gram-Susu-Tinggi-Kalsium-i.12656836.4256062620?sp_atk=c7943e8c-dc53-466a-980b-26214c0ae2b7&xptdk=c7943e8c-dc53-466a-980b-26214c0ae2b7,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Twin Pack - HiLo Choco Malt Hi Calcium 10 Sch – Malt Cokelat Susu Berenergi Tinggi Kalsium,25.800,4RB Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Twin-Pack-HiLo-Choco-Malt-Hi-Calcium-10-Sch-–-Malt-Cokelat-Susu-Berenergi-Tinggi-Kalsium-i.12656836.24103475575?sp_atk=9bef3b40-963b-4dd2-a6ab-b6a191b6b9c3&xptdk=9bef3b40-963b-4dd2-a6ab-b6a191b6b9c3,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tahu Putih Per Bungkus Isi 10 Pasar Lampung,5.400,5RB Terjual,KOTA BANDAR LAMPUNG,https://shopee.co.id/Tahu-Putih-Per-Bungkus-Isi-10-Pasar-Lampung-i.264543530.3072037910?sp_atk=97e360b7-9d11-427c-ba52-7b2417efc163&xptdk=97e360b7-9d11-427c-ba52-7b2417efc163,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tempe Mentah Gurih | Per Papan,8.000,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Tempe-Mentah-Gurih-Per-Papan-i.10710959.3751810778?sp_atk=e6fa253a-a5a3-46b0-937e-4a536df81711&xptdk=e6fa253a-a5a3-46b0-937e-4a536df81711,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Twin Pack - HiLo Teen Hi Protein Melon 400 gram – Susu Tinggi Protein & Tinggi Kalsium untuk Remaja,181.300,"2,1RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/Twin-Pack-HiLo-Teen-Hi-Protein-Melon-400-gram-–-Susu-Tinggi-Protein-Tinggi-Kalsium-untuk-Remaja-i.12656836.18394890819?sp_atk=e7b5aad4-479e-4529-a120-4cbb821a509d&xptdk=e7b5aad4-479e-4529-a120-4cbb821a509d,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tempe daun fresh Bandung,9.000,"3,7RB Terjual",KOTA BANDUNG,https://shopee.co.id/Tempe-daun-fresh-Bandung-i.48895246.16472193971?sp_atk=d8f3cbd4-5c2d-4ef7-bfe4-855e9ecef5cf&xptdk=d8f3cbd4-5c2d-4ef7-bfe4-855e9ecef5cf,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
TAHU BAKSO BU PENDI ISI 10PCS KHAS SEMARANG,12.900,"5,9RB Terjual",KOTA TANGERANG SELATAN,https://shopee.co.id/TAHU-BAKSO-BU-PENDI-ISI-10PCS-KHAS-SEMARANG-i.468967558.13043130494?sp_atk=e29bb463-2e80-4ffd-b019-a9ca56a559e9&xptdk=e29bb463-2e80-4ffd-b019-a9ca56a559e9,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
HiLo Teen Vanilla Caramel 1000g - Susu Tinggi Kalsium Protein Lebih Rendah Gula untuk Remaja,132.000,490 Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/HiLo-Teen-Vanilla-Caramel-1000g-Susu-Tinggi-Kalsium-Protein-Lebih-Rendah-Gula-untuk-Remaja-i.12656836.22563747754?sp_atk=99ac8216-bc30-46bd-b8f8-ceea44693082&xptdk=99ac8216-bc30-46bd-b8f8-ceea44693082,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tempe 1 Lonjor Panjang [HARGA PEDAGANG],5.900,"2,2RB Terjual",KOTA SURABAYA,https://shopee.co.id/Tempe-1-Lonjor-Panjang-HARGA-PEDAGANG--i.903739130.21179707098?sp_atk=f7e11b87-a64c-4116-987d-d4f6505489ee&xptdk=f7e11b87-a64c-4116-987d-d4f6505489ee,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tempe 1 Lonjor Panjang [HARGA PEDAGANG] | naga_exspress,5.999,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/Tempe-1-Lonjor-Panjang-HARGA-PEDAGANG-naga_exspress-i.520583447.14149293459?sp_atk=84073f4d-c8b4-4ee7-966d-4441cb8b7368&xptdk=84073f4d-c8b4-4ee7-966d-4441cb8b7368,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tahu - Lauk Pauk / Mracang Market,5.320,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Tahu-Lauk-Pauk-Mracang-Market-i.89921731.3210333267?sp_atk=e487d89f-4698-4795-8d4d-9663ce28d8fd&xptdk=e487d89f-4698-4795-8d4d-9663ce28d8fd,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
HiLo School Chocolate 1000 gram - Susu Tinggi Kalsium,158.000,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/HiLo-School-Chocolate-1000-gram-Susu-Tinggi-Kalsium-i.12656836.5063826077?sp_atk=f7527fb2-b1d3-488f-9cd9-2d52d7a6ec68&xptdk=f7527fb2-b1d3-488f-9cd9-2d52d7a6ec68,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tropicana Slim Susu Low Fat Vanilla 500gr - Susu Bantu Diet Turunkan Kolesterol,84.700,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Tropicana-Slim-Susu-Low-Fat-Vanilla-500gr-Susu-Bantu-Diet-Turunkan-Kolesterol-i.12656836.1021336609?sp_atk=db7cdad1-d317-46f5-8ea5-e20d43a5f9fa&xptdk=db7cdad1-d317-46f5-8ea5-e20d43a5f9fa,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Kulit Tahu Potongan 10 cm dan 12 cm isi 100 lembar HALAL,46.950,"2,5RB Terjual",KAB. KEDIRI,https://shopee.co.id/Kulit-Tahu-Potongan-10-cm-dan-12-cm-isi-100-lembar-HALAL-i.61515669.23154476093?sp_atk=39301169-395c-4cb6-b5ee-41860ea1d7f1&xptdk=39301169-395c-4cb6-b5ee-41860ea1d7f1,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
aneka tahu,6.500,"9,7RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/aneka-tahu-i.546784425.13963916912?sp_atk=ce4b1fa8-c01b-4d5f-b348-a1990dfcf523&xptdk=ce4b1fa8-c01b-4d5f-b348-a1990dfcf523,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
MEG Cheddar Cream Keju 1 Kg,47.484,"5,9RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/MEG-Cheddar-Cream-Keju-1-Kg-i.138164138.5912180473?sp_atk=ee401348-a844-4651-9495-5e4d1347ec55&xptdk=ee401348-a844-4651-9495-5e4d1347ec55,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tahu Kuning | Tempe Super Bandung | Asih Sadulur Mart,8.800,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Tahu-Kuning-Tempe-Super-Bandung-Asih-Sadulur-Mart-i.35554206.15591164232?sp_atk=e0194d1d-6a76-4a25-bb86-c22e36ae9480&xptdk=e0194d1d-6a76-4a25-bb86-c22e36ae9480,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Krim Kafe Dus 2 X 500 gr,56.000,"1,9RB Terjual",KOTA TANGERANG,https://shopee.co.id/Krim-Kafe-Dus-2-X-500-gr-i.24114453.14135238118?sp_atk=06123300-4156-4c0b-89ec-04922b7e8db4&xptdk=06123300-4156-4c0b-89ec-04922b7e8db4,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
HiLo Active Chocolate 1000 gram - Susu Tinggi Kalsium,146.300,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/HiLo-Active-Chocolate-1000-gram-Susu-Tinggi-Kalsium-i.12656836.5863819684?sp_atk=2ae37b69-9c4b-4af8-92a1-328f9ffa2eb7&xptdk=2ae37b69-9c4b-4af8-92a1-328f9ffa2eb7,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
Tempe,6.500,"6,8RB Terjual",KOTA BEKASI,https://shopee.co.id/Tempe-i.366114160.7684662999?sp_atk=7342bc46-8127-4623-9a09-779c159e83f1&xptdk=7342bc46-8127-4623-9a09-779c159e83f1,https://shopee.co.id/Susu-Olahan-cat.11043451.11043517
(Halal)100g Wulama Latiao/Latiao/Tendon/Vegetarian/Snack China Halal,13.900,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/(Halal)100g-Wulama-Latiao-Latiao-Tendon-Vegetarian-Snack-China-Halal-i.1019605989.21291779899?sp_atk=dd236627-9866-480e-9c11-1684715296bb&xptdk=dd236627-9866-480e-9c11-1684715296bb,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Sosis Kanzler Singles - Netto 65 gr,7.777,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Sosis-Kanzler-Singles-Netto-65-gr-i.1521932.9989366468?sp_atk=fb2ed627-cabd-4f13-8b87-23b55a5e8018&xptdk=fb2ed627-cabd-4f13-8b87-23b55a5e8018,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
baso aci instan  siap saji,2.500,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/baso-aci-instan-siap-saji-i.242707407.23055110162?sp_atk=a6ae6cf8-b2f9-4b55-ac09-bed9a7900696&xptdk=a6ae6cf8-b2f9-4b55-ac09-bed9a7900696,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
(HALAL)100gr WULAMA Latiao/ wulama/ latiao/ tendon/ vegetarian,13.900,"5,3RB Terjual",KOTA JAKARTA UTARA,https://shopee.co.id/(HALAL)100gr-WULAMA-Latiao-wulama-latiao-tendon-vegetarian-i.63779390.25100675314?sp_atk=419d7734-062c-404a-a08a-bd44696cb1f3&xptdk=419d7734-062c-404a-a08a-bd44696cb1f3,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
baso aci ayam suwir jumbo brutal pedasnya baso jumbo 1 baso sedang 7 komplit bumbu dll enak,5.550,10RB+ Terjual,KAB. GARUT,https://shopee.co.id/baso-aci-ayam-suwir-jumbo-brutal-pedasnya-baso-jumbo-1-baso-sedang-7-komplit-bumbu-dll-enak-i.514201808.16072423620?sp_atk=ca37a216-a509-4d97-8da0-8d1433cd1969&xptdk=ca37a216-a509-4d97-8da0-8d1433cd1969,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
BASO ACI HOMEMADE boci isi12 bakso aci termurah ayam suir bapper bocirat beranak kriwil bocimak nyos sajodo snack umang,5.280,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/BASO-ACI-HOMEMADE-boci-isi12-bakso-aci-termurah-ayam-suir-bapper-bocirat-beranak-kriwil-bocimak-nyos-sajodo-snack-umang-i.703165577.21901183070?sp_atk=65ea16f1-e7a0-4dec-8e7e-29d386938e2b&xptdk=65ea16f1-e7a0-4dec-8e7e-29d386938e2b,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
CABE MERAH & RAWIT MERAH & Hijau 100GRAM,10.000,10RB+ Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/CABE-MERAH-RAWIT-MERAH-Hijau-100GRAM-i.18325284.13064276800?sp_atk=aa7b58ce-6808-496c-827b-5156a2ffeaf0&xptdk=aa7b58ce-6808-496c-827b-5156a2ffeaf0,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
(RUDAL)BASO/BAKSO IKAN/BASO IKAN SINAR BAHARI  BANDUNG ISI TETELAN,13.500,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/(RUDAL)BASO-BAKSO-IKAN-BASO-IKAN-SINAR-BAHARI-BANDUNG-ISI-TETELAN-i.81997257.4349253381?sp_atk=8662f6cf-c758-4806-8cfc-bc58d02b838f&xptdk=8662f6cf-c758-4806-8cfc-bc58d02b838f,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Bawang Merah  1KG / Brambang  1 kilo,19.900,"2,6RB Terjual",KAB. DEMAK,https://shopee.co.id/Bawang-Merah-1KG-Brambang-1-kilo-i.277312711.17399006843?sp_atk=72775dbe-d55b-4110-9d1a-2839af472ea9&xptdk=72775dbe-d55b-4110-9d1a-2839af472ea9,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Basreng mentah rajangemil,12.000,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/Basreng-mentah-rajangemil-i.230480826.25701597009?sp_atk=fc667205-b3f5-4a14-8fd2-ea92c1bad3ea&xptdk=fc667205-b3f5-4a14-8fd2-ea92c1bad3ea,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
SUKARI PREMIUM 1 KG Kemasan Dus / Kurma Sukari Kurma Raja Kurma Sukkari 100% Asli Original KEMASAN DUS,50.000,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/SUKARI-PREMIUM-1-KG-Kemasan-Dus-Kurma-Sukari-Kurma-Raja-Kurma-Sukkari-100-Asli-Original-KEMASAN-DUS-i.37989928.647161901?sp_atk=e3d8aa10-d6c4-4bae-92e0-454eb59c117e&xptdk=e3d8aa10-d6c4-4bae-92e0-454eb59c117e,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Termurah KURMA PALMMECCA PALM FRUIT PERAHU TUNISIA TANGKAI 250gr NAEEM,10.900,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Termurah-KURMA-PALMMECCA-PALM-FRUIT-PERAHU-TUNISIA-TANGKAI-250gr-NAEEM-i.151917220.7724406168?sp_atk=b6aefc97-1cfe-40a8-9761-80635813c9a0&xptdk=b6aefc97-1cfe-40a8-9761-80635813c9a0,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
baso aci ayam suir/baso aci ayam suir mercon/baso aci ayam suwir khas garut enak banget,4.199,10RB+ Terjual,KAB. TASIKMALAYA,https://shopee.co.id/baso-aci-ayam-suir-baso-aci-ayam-suir-mercon-baso-aci-ayam-suwir-khas-garut-enak-banget-i.279699787.10017440971?sp_atk=25d592eb-ad57-44c7-b2da-74399c8941c7&xptdk=25d592eb-ad57-44c7-b2da-74399c8941c7,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
baso aci isi ayam isi baso 12 butir komplit bumbu dll enak gurih pedas murah meriah guys,3.850,10RB+ Terjual,KAB. GARUT,https://shopee.co.id/baso-aci-isi-ayam-isi-baso-12-butir-komplit-bumbu-dll-enak-gurih-pedas-murah-meriah-guys-i.514201808.18904619891?sp_atk=a6ff9f37-bf6d-4e06-98d9-e28e041003bc&xptdk=a6ff9f37-bf6d-4e06-98d9-e28e041003bc,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
NEW!!!! CIreng Salju Dapur Amos,14.878,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/NEW!!!!-CIreng-Salju-Dapur-Amos-i.1048824459.15398389413?sp_atk=f106e68c-61bb-4e24-bde9-33b0f46a0c5d&xptdk=f106e68c-61bb-4e24-bde9-33b0f46a0c5d,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
PROMO Jambu Kristal 1 kg,10.900,"6,2RB Terjual",KAB. BEKASI,https://shopee.co.id/PROMO-Jambu-Kristal-1-kg-i.291024933.19490701512?sp_atk=63e52fc6-533c-4f83-a619-9d0e5d3e18c2&xptdk=63e52fc6-533c-4f83-a619-9d0e5d3e18c2,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Durian Kupas Medan 500gr,25.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Durian-Kupas-Medan-500gr-i.42763826.15539798689?sp_atk=44afb62e-5ef3-4ee2-8b8f-ad38f08ff624&xptdk=44afb62e-5ef3-4ee2-8b8f-ad38f08ff624,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
BASRENG MENTAH + CHILI OIL DAN BASRENG BOJOT + CHILI OIL VACUM,12.999,"5,5RB Terjual",KOTA SURABAYA,https://shopee.co.id/BASRENG-MENTAH-CHILI-OIL-DAN-BASRENG-BOJOT-CHILI-OIL-VACUM-i.91703997.25754394415?sp_atk=53bc1a6e-1589-4d91-a843-e5503503f238&xptdk=53bc1a6e-1589-4d91-a843-e5503503f238,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Kanzler Crispy Chicken Nugget 450gr,42.900,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Kanzler-Crispy-Chicken-Nugget-450gr-i.460486783.21644842825?sp_atk=2356ad77-03d3-46fb-abe6-9d5e2c7a3ae1&xptdk=2356ad77-03d3-46fb-abe6-9d5e2c7a3ae1,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
bakso sapi warisan Ab dan urat isi 50,26.200,8RB Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/bakso-sapi-warisan-Ab-dan-urat-isi-50-i.22500079.18786985759?sp_atk=4565c8a4-90a6-490c-801a-ef3d856c7bb3&xptdk=4565c8a4-90a6-490c-801a-ef3d856c7bb3,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Cabai Rawit / Cabai Keriting Merah / Cabai Keriting Hijau / Cabai Besar,10.000,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Cabai-Rawit-Cabai-Keriting-Merah-Cabai-Keriting-Hijau-Cabai-Besar-i.54395976.4626498156?sp_atk=2b82c301-eaca-4839-9108-3ad307b50b01&xptdk=2b82c301-eaca-4839-9108-3ad307b50b01,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Latiao Family Snack - Buy 4 get 20 Free [HALAL] WULAMA LATIAO Bundle | WULAMA GLUTEN | FOOD | CEMILAN SNACK A VEGETARIAN LATIAO,49.999,"2,5RB Terjual",KAB. TANGERANG,https://shopee.co.id/Latiao-Family-Snack-Buy-4-get-20-Free-HALAL-WULAMA-LATIAO-Bundle-WULAMA-GLUTEN-FOOD-CEMILAN-SNACK-A-VEGETARIAN-LATIAO-i.1081118682.22756745457?sp_atk=0702d533-8c59-4e01-b855-259141c846e8&xptdk=0702d533-8c59-4e01-b855-259141c846e8,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Kanzler Crispy Chicken Nugget 450gr / Nuget Ayam Kanzler,39.500,10RB+ Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/Kanzler-Crispy-Chicken-Nugget-450gr-Nuget-Ayam-Kanzler-i.468967558.10044139241?sp_atk=4e98c59c-668b-4077-94fb-c0c7b871435b&xptdk=4e98c59c-668b-4077-94fb-c0c7b871435b,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
"Kurma Sayer Basah 1kg SALE !!!! cuci gudang , Kurma Saudi Kurma Madu manis legit",18.900,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Kurma-Sayer-Basah-1kg-SALE-!!!!-cuci-gudang-Kurma-Saudi-Kurma-Madu-manis-legit-i.151917220.3177425319?sp_atk=6fc5a1d5-d7cb-4503-abc5-36da2e2c364b&xptdk=6fc5a1d5-d7cb-4503-abc5-36da2e2c364b,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
ANEKA Wulama Gluten Spicy Tofu Latiao Cemilan Snack Vegetarian,13.980,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/ANEKA-Wulama-Gluten-Spicy-Tofu-Latiao-Cemilan-Snack-Vegetarian-i.994382543.14198890656?sp_atk=3997693d-1e6a-4466-ade6-bb043581b5a1&xptdk=3997693d-1e6a-4466-ade6-bb043581b5a1,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
"Beef Slice Marinasi Low Fat 500gr, Slice Rendah Lemak Bumbu Marinasi, Halal",54.900,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Beef-Slice-Marinasi-Low-Fat-500gr-Slice-Rendah-Lemak-Bumbu-Marinasi-Halal-i.460486783.17988775254?sp_atk=eacfd36b-186e-492b-8870-a9246ec6887d&xptdk=eacfd36b-186e-492b-8870-a9246ec6887d,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
[READY MEDAN] Baso Aci Mini Pedas Gurih Termurah Boci Aceh Sumatra,4.830,10RB+ Terjual,KOTA MEDAN,https://shopee.co.id/-READY-MEDAN-Baso-Aci-Mini-Pedas-Gurih-Termurah-Boci-Aceh-Sumatra-i.354166720.10711955727?sp_atk=190d0ace-0880-4e5e-9513-af633984ab5b&xptdk=190d0ace-0880-4e5e-9513-af633984ab5b,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
cabe rawit merah ORI / cabai rawit merah 500 gr super,42.000,"6,4RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/cabe-rawit-merah-ORI-cabai-rawit-merah-500-gr-super-i.218310302.17577410082?sp_atk=65d5ca31-7717-43bf-ac91-a505d7dfba2f&xptdk=65d5ca31-7717-43bf-ac91-a505d7dfba2f,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Durian kupas medan 500 gr,25.000,"2,1RB Terjual",KOTA JAKARTA SELATAN,https://shopee.co.id/Durian-kupas-medan-500-gr-i.193109987.23387942291?sp_atk=5a899ca7-1f4c-4566-8243-74832458779e&xptdk=5a899ca7-1f4c-4566-8243-74832458779e,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Cabe / Cabai RAWIT MERAH Segar / Kg,65.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Cabe-Cabai-RAWIT-MERAH-Segar-Kg-i.454193335.4190986394?sp_atk=c81a8947-6ce6-48ee-9145-d3841b3acf47&xptdk=c81a8947-6ce6-48ee-9145-d3841b3acf47,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Wulama Gluten Spicy Tofu Latiao Cemilan Snack Vegetarian,12.980,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Wulama-Gluten-Spicy-Tofu-Latiao-Cemilan-Snack-Vegetarian-i.1001432919.22144486442?sp_atk=ad78b0c9-069e-453a-a59d-283c5fd05f58&xptdk=ad78b0c9-069e-453a-a59d-283c5fd05f58,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
STRAWBERRY 1 KG | BUAH STRAWBERRY | STRAWBERRY FRESH | (KHUSUS SAMEDAY DAN INSTAN),47.999,"5,4RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/STRAWBERRY-1-KG-BUAH-STRAWBERRY-STRAWBERRY-FRESH-(KHUSUS-SAMEDAY-DAN-INSTAN)-i.278464968.19415158889?sp_atk=700c2727-8511-458c-a2b5-e7e150cf34fd&xptdk=700c2727-8511-458c-a2b5-e7e150cf34fd,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Beef Slice Marinasi 500gr - Irisan Daging Sapi dengan Saus Marinasi Halal,58.900,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Beef-Slice-Marinasi-500gr-Irisan-Daging-Sapi-dengan-Saus-Marinasi-Halal-i.460486783.19741295469?sp_atk=d2fb1201-1ead-46eb-accd-e59e82746d64&xptdk=d2fb1201-1ead-46eb-accd-e59e82746d64,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
"Daging Sapi Giling 250gr, Halal",21.500,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Daging-Sapi-Giling-250gr-Halal-i.460486783.15245565299?sp_atk=1cea61a1-3e6f-4cd2-b2f8-6fe1ec0718b6&xptdk=1cea61a1-3e6f-4cd2-b2f8-6fe1ec0718b6,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Boci viral best seller baso aci jando baso aci tulang rangu baso aci ayam suir baso aci garut baso aci kemasan,12.800,"4,9RB Terjual",KOTA SURABAYA,https://shopee.co.id/Boci-viral-best-seller-baso-aci-jando-baso-aci-tulang-rangu-baso-aci-ayam-suir-baso-aci-garut-baso-aci-kemasan-i.285879704.20482869034?sp_atk=b8dc23f2-a673-4551-a03b-cc05867e7b29&xptdk=b8dc23f2-a673-4551-a03b-cc05867e7b29,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Kulit dimsum Siomay Gyoza Pangsit tipis halal lembut anti lengket enak Murah !!,8.600,10RB+ Terjual,KAB. BEKASI,https://shopee.co.id/Kulit-dimsum-Siomay-Gyoza-Pangsit-tipis-halal-lembut-anti-lengket-enak-Murah-!!-i.41305604.21919496527?sp_atk=4fa2c85d-41e0-4eff-a74d-bb6df28a725a&xptdk=4fa2c85d-41e0-4eff-a74d-bb6df28a725a,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Terong Ungu / Terong Bulat / Kentang / Wortel  / Pare / Oyong 500gr,12.000,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Terong-Ungu-Terong-Bulat-Kentang-Wortel-Pare-Oyong-500gr-i.54395976.7126805976?sp_atk=b8131899-55f3-4176-9254-79f0f66ce1d5&xptdk=b8131899-55f3-4176-9254-79f0f66ce1d5,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
Durian Montong Utuh DIJAMIN MANIS HARGA PER KG (KLIK 2X=1 BUAH),50.000,10RB+ Terjual,KAB. SIDOARJO,https://shopee.co.id/Durian-Montong-Utuh-DIJAMIN-MANIS-HARGA-PER-KG-(KLIK-2X-1-BUAH)-i.166875707.13154493409?sp_atk=e4882ef1-c1d0-4972-9236-57282d405a51&xptdk=e4882ef1-c1d0-4972-9236-57282d405a51,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
MARINASI Yoshinoya Beef Slice Daging Sapi Marinasi Frozen HALAL,56.000,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/MARINASI-Yoshinoya-Beef-Slice-Daging-Sapi-Marinasi-Frozen-HALAL-i.168272814.22045748662?sp_atk=10ee538f-d802-4810-8467-0402077ea4cc&xptdk=10ee538f-d802-4810-8467-0402077ea4cc,https://shopee.co.id/Makanan-Segar-Beku-cat.11043451.11043529
